"","aco","site","workgroup_collapsed","speakanon","WC","Analytic","Clout","Authentic","Tone","WPS","Sixltr","Dic","function.","pronoun","ppron","i","we","you","shehe","they","ipron","article","prep","auxverb","adverb","conj","negate","verb","adj","compare","interrog","number","quant","affect","posemo","negemo","anx","anger","sad","social","family","friend","female","male","cogproc","insight","cause","discrep","tentat","certain","differ","percept","see","hear","feel","bio","body","health","sexual","ingest","drives","affiliation","achieve","power","reward","risk","focuspast","focuspresent","focusfuture","relativ","motion","space","time","work","leisure","home","money","relig","death","informal","swear","netspeak","assent","nonflu","filler"
"1",1,101,3,"b9ee5b91",1,92.84,50,1,25.77,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",1,101,3,"5dd96066",38,70.02,14.62,81.22,74.74,38,36.84,86.84,50,10.53,10.53,7.89,2.63,0,0,0,0,13.16,7.89,10.53,2.63,10.53,0,13.16,5.26,5.26,0,0,0,2.63,2.63,0,0,0,0,2.63,0,0,0,0,15.79,2.63,2.63,2.63,5.26,0,7.89,2.63,0,0,0,10.53,0,10.53,0,0,15.79,2.63,2.63,13.16,0,0,5.26,5.26,0,10.53,5.26,2.63,2.63,21.05,0,0,0,0,0,2.63,0,0,0,2.63,0
"3",1,101,3,"interviewer",11,12.85,99,99,25.77,11,18.18,90.91,63.64,27.27,18.18,0,9.09,9.09,0,0,9.09,9.09,9.09,9.09,9.09,9.09,0,27.27,9.09,9.09,18.18,0,0,0,0,0,0,0,0,27.27,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,9.09,9.09,0,0,0,0,9.09,18.18,0,36.36,9.09,0,27.27,0,0,0,0,0,0,0,0,0,0,0,0
"4",1,101,3,"5dd96066",6,1.8,99,23.51,25.77,6,33.33,100,66.67,16.67,16.67,0,16.67,0,0,0,0,16.67,0,16.67,16.67,16.67,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,16.67,16.67,0,0,0,16.67,16.67,0,16.67,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0
"5",1,101,3,"interviewer",6,1,50,98.01,99,3,0,100,50,16.67,0,0,0,0,0,0,16.67,0,0,16.67,16.67,16.67,0,16.67,16.67,16.67,16.67,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,33.33,16.67,0,16.67,0,0,0,0,0,0,16.67,0,0,16.67,0,0
"6",1,101,3,"5dd96066",43,35.82,59.18,77.74,25.77,14.33,11.63,88.37,65.12,11.63,4.65,2.33,2.33,0,0,0,6.98,9.3,13.95,16.28,13.95,6.98,0,20.93,0,2.33,2.33,6.98,2.33,0,0,0,0,0,0,4.65,0,0,0,0,9.3,2.33,0,2.33,2.33,0,2.33,2.33,0,0,2.33,0,0,0,0,0,6.98,2.33,2.33,2.33,0,0,6.98,16.28,0,20.93,0,4.65,16.28,2.33,2.33,0,0,0,0,2.33,0,0,2.33,0,0
"7",1,101,3,"interviewer",301,16.94,53.99,66.69,57.18,27.36,17.94,94.35,62.79,20.6,9.3,4.32,2.33,1,0,1.66,11.3,4.32,13.29,15.28,6.98,7.64,1,23.59,5.98,4.65,2.99,1,2.33,3.65,2.66,1,0.66,0,0.33,7.64,0.33,0.33,0,0.33,17.61,2.66,3.32,1.66,3.99,2.99,4.65,1.66,0.33,0.66,0.66,1.33,0.33,1,0,0,7.97,2.66,1.33,3.32,1,0,6.31,15.28,1,13.62,2.99,4.65,5.98,6.31,0.33,0.33,0,0,0,0.66,0,0,0.33,0.33,0
"8",1,101,3,"5dd96066",201,9.57,61.75,76.69,18.44,33.5,20.9,95.52,61.69,21.39,10.45,4.98,1.49,1.99,0,1.99,10.95,7.46,8.96,11.44,8.46,11.44,2.49,19.4,4.98,3.48,3.48,0.5,3.98,2.49,1,1.49,0,0,0,11.94,0,0,0,0.5,19.4,4.48,1.49,2.99,6.97,2.49,4.98,0,0,0,0,1.49,0,1.49,0,0,8.96,1.49,1.49,3.48,1,1.49,0.5,18.91,1,13.93,3.98,4.48,5.47,5.47,0,0,0,0,0,1,0,0,1,0,0
"9",1,101,3,"interviewer",14,47.35,99,52.86,99,14,28.57,100,64.29,21.43,14.29,0,0,14.29,0,0,7.14,14.29,7.14,14.29,7.14,0,0,28.57,0,0,0,0,0,7.14,7.14,0,0,0,0,14.29,0,0,0,0,14.29,7.14,0,0,7.14,0,0,7.14,0,0,7.14,0,0,0,0,0,7.14,0,0,7.14,0,0,0,21.43,0,14.29,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0
"10",1,101,3,"5dd96066",76,44.7,17.84,81.22,74.74,15.2,10.53,97.37,67.11,22.37,18.42,13.16,0,5.26,0,0,3.95,5.26,18.42,7.89,3.95,7.89,3.95,22.37,2.63,3.95,1.32,0,0,2.63,2.63,0,0,0,0,6.58,0,0,0,0,15.79,3.95,0,7.89,2.63,1.32,3.95,3.95,0,1.32,2.63,1.32,0,1.32,0,0,6.58,0,1.32,5.26,1.32,0,2.63,15.79,0,13.16,5.26,7.89,0,7.89,0,1.32,0,0,0,2.63,0,0,2.63,0,0
"11",1,101,3,"interviewer",8,37.39,99,99,25.77,8,37.5,87.5,50,25,25,12.5,0,12.5,0,0,0,0,12.5,12.5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,12.5,0,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,25,0,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0
"12",1,101,3,"5dd96066",1,92.84,50,1,25.77,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0
"13",1,101,3,"interviewer",13,9.98,93.79,63.54,25.77,13,7.69,92.31,69.23,15.38,7.69,0,0,7.69,0,0,7.69,7.69,7.69,15.38,7.69,15.38,0,15.38,7.69,0,0,0,0,0,0,0,0,0,0,15.38,0,7.69,0,7.69,15.38,0,7.69,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,7.69,7.69,0,15.38,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1,101,3,"5dd96066",67,21.93,55.93,83.59,25.77,22.33,14.93,92.54,56.72,13.43,8.96,2.99,4.48,0,1.49,0,4.48,5.97,10.45,14.93,10.45,5.97,2.99,20.9,5.97,4.48,0,4.48,2.99,0,0,0,0,0,0,8.96,0,0,1.49,0,11.94,2.99,1.49,0,1.49,0,5.97,2.99,0,1.49,0,0,0,0,0,0,11.94,4.48,2.99,4.48,0,0,8.96,16.42,0,16.42,2.99,2.99,10.45,10.45,0,0,0,0,0,1.49,0,0,1.49,0,0
"15",1,101,3,"interviewer",8,1,50,1,25.77,8,25,87.5,62.5,25,0,0,0,0,0,0,25,0,0,25,25,12.5,0,25,12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0
"16",1,101,3,"5dd96066",37,2.25,60.66,84.25,25.77,18.5,10.81,94.59,72.97,21.62,18.92,5.41,8.11,0,5.41,0,2.7,2.7,13.51,21.62,5.41,10.81,5.41,32.43,2.7,5.41,0,0,2.7,0,0,0,0,0,0,16.22,0,0,5.41,0,21.62,5.41,0,0,5.41,2.7,10.81,8.11,0,2.7,5.41,0,0,0,0,0,8.11,8.11,0,0,0,0,10.81,8.11,2.7,10.81,2.7,2.7,5.41,0,0,0,0,0,0,2.7,0,0,2.7,0,0
"17",1,101,3,"interviewer",5,1,97.69,1,25.77,5,40,80,40,20,20,0,0,0,20,0,0,0,0,0,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",1,101,3,"5dd96066",51,17.96,83.66,85.89,90.49,25.5,11.76,96.08,64.71,23.53,15.69,1.96,1.96,0,7.84,3.92,5.88,9.8,11.76,9.8,9.8,9.8,1.96,21.57,3.92,1.96,0,0,0,3.92,3.92,0,0,0,0,15.69,0,0,7.84,0,13.73,7.84,0,0,1.96,0,3.92,0,0,0,0,0,0,0,0,0,9.8,1.96,1.96,1.96,3.92,0,13.73,7.84,3.92,21.57,0,11.76,9.8,1.96,0,0,0,0,0,1.96,0,0,1.96,0,0
"19",1,101,3,"interviewer",19,86.18,94.27,4.05,97.58,9.5,10.53,89.47,57.89,15.79,5.26,0,0,5.26,0,0,10.53,15.79,15.79,5.26,5.26,10.53,0,10.53,0,5.26,0,0,0,5.26,5.26,0,0,0,0,10.53,0,0,0,0,0,0,0,0,0,0,0,5.26,0,5.26,0,5.26,0,5.26,0,0,0,0,0,0,0,0,0,10.53,0,10.53,0,10.53,0,0,0,0,0,0,0,5.26,0,0,5.26,0,0
"20",1,101,3,"5dd96066",2,1.8,50,1,25.77,2,0,100,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0
"21",1,101,3,"interviewer",60,65.29,93.3,23.51,84.54,30,18.33,86.67,58.33,11.67,5,0,0,5,0,0,6.67,6.67,16.67,15,6.67,5,0,16.67,11.67,6.67,0,0,8.33,3.33,3.33,0,0,0,0,11.67,0,0,0,0,11.67,1.67,1.67,0,8.33,0,1.67,0,0,0,0,0,0,0,0,0,3.33,1.67,0,1.67,0,0,1.67,15,0,13.33,1.67,6.67,5,3.33,0,0,0,0,0,0,0,0,0,0,0
"22",1,101,3,"5dd96066",3,17.96,50,1,25.77,3,0,100,66.67,33.33,0,0,0,0,0,0,33.33,33.33,0,33.33,0,0,0,33.33,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",1,101,3,"interviewer",1,92.84,50,1,99,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0
"24",1,101,3,"5dd96066",46,2.59,90.38,88.68,25.77,15.33,8.7,93.48,67.39,23.91,17.39,6.52,10.87,0,0,0,6.52,6.52,8.7,15.22,10.87,8.7,4.35,23.91,8.7,6.52,0,0,0,0,0,0,0,0,0,19.57,0,0,0,0,15.22,4.35,4.35,0,2.17,0,6.52,8.7,0,4.35,4.35,0,0,0,0,0,13.04,10.87,0,0,2.17,0,4.35,17.39,0,10.87,2.17,2.17,6.52,0,0,0,0,0,0,2.17,0,0,2.17,0,0
"25",1,101,3,"interviewer",13,9.98,77.92,99,25.77,13,7.69,100,61.54,15.38,7.69,0,0,0,0,7.69,0,7.69,7.69,15.38,15.38,7.69,0,23.08,0,0,0,0,0,0,0,0,0,0,0,23.08,0,0,0,0,23.08,0,0,0,15.38,0,15.38,15.38,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,0,23.08,7.69,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",1,101,3,"5dd96066",92,26.37,90.38,27.39,11.64,30.67,11.96,94.57,65.22,20.65,13.04,4.35,1.09,5.43,0,2.17,7.61,6.52,14.13,7.61,10.87,8.7,2.17,18.48,2.17,0,0,0,0,3.26,1.09,2.17,0,2.17,0,15.22,0,0,0,0,8.7,3.26,0,3.26,1.09,0,2.17,3.26,0,2.17,1.09,0,0,0,0,0,7.61,1.09,0,3.26,3.26,0,1.09,18.48,2.17,10.87,2.17,5.43,2.17,2.17,0,0,0,0,0,0,0,0,0,0,0
"27",1,101,3,"interviewer",20,96.54,50,99,25.77,20,15,90,55,10,5,5,0,0,0,0,5,10,20,10,5,0,0,25,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,15,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,20,5,25,5,20,0,5,0,0,0,0,0,0,0,0,0,0,0
"28",1,101,3,"5dd96066",32,7.54,82.58,95.6,25.77,16,9.38,90.62,65.62,25,12.5,6.25,6.25,0,0,0,12.5,3.12,9.38,18.75,3.12,6.25,0,37.5,0,3.12,3.12,0,0,0,0,0,0,0,0,12.5,0,3.12,0,0,15.62,6.25,3.12,0,3.12,0,3.12,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,21.88,12.5,0,15.62,6.25,3.12,9.38,0,0,0,0,0,0,0,0,0,0,0,0
"29",1,101,3,"interviewer",2,1.8,1,99,25.77,2,0,100,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",1,101,3,"5dd96066",28,1.8,23.75,74.76,25.77,14,17.86,96.43,67.86,28.57,10.71,7.14,0,3.57,0,0,17.86,0,14.29,14.29,3.57,14.29,3.57,28.57,0,3.57,3.57,0,3.57,7.14,3.57,3.57,0,0,0,7.14,0,0,0,0,35.71,7.14,3.57,3.57,17.86,3.57,7.14,0,0,0,0,0,0,0,0,0,10.71,0,3.57,0,3.57,3.57,0,25,0,7.14,0,3.57,3.57,0,0,0,0,0,0,0,0,0,0,0,0
"31",1,101,3,"interviewer",20,86.59,84.14,43.37,25.77,20,20,90,65,10,5,0,0,5,0,0,5,15,20,10,10,10,0,10,10,5,5,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,5,10,0,5,0,0,0,0,0,0,10,0,5,5,0,0,5,10,0,15,0,10,5,5,0,0,0,0,0,0,0,0,0,0,0
"32",1,101,3,"5dd96066",1,92.84,50,1,25.77,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0
"33",1,101,3,"interviewer",5,1,2.31,43.37,25.77,5,20,100,60,40,0,0,0,0,0,0,40,0,0,0,0,20,0,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",1,101,3,"5dd96066",149,37.84,68.06,70.1,37.65,29.8,11.41,92.62,61.74,19.46,12.75,8.05,1.34,0.67,0,2.68,6.71,9.4,11.41,13.42,4.03,6.71,2.01,20.13,0.67,0.67,1.34,0.67,2.01,0.67,0.67,0,0,0,0,16.11,0,0,0,0,8.05,1.34,1.34,2.01,3.36,0.67,3.36,4.7,0.67,4.03,0,2.01,0,2.01,0,0,8.72,2.01,2.01,2.68,2.01,0,2.01,14.09,2.68,13.42,0.67,8.72,5.37,1.34,0,1.34,0,0,0,0,0,0,0,0,0
"35",1,101,3,"interviewer",5,99,50,1,25.77,5,20,80,80,0,0,0,0,0,0,0,0,40,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",1,101,3,"5dd96066",81,22.96,26.86,58.07,1,20.25,18.52,93.83,60.49,20.99,6.17,4.94,0,0,0,1.23,14.81,4.94,13.58,9.88,6.17,8.64,3.7,19.75,2.47,1.23,0,0,1.23,3.7,0,3.7,0,1.23,1.23,8.64,0,0,0,0,16.05,2.47,2.47,3.7,3.7,0,6.17,7.41,0,6.17,1.23,0,0,0,0,0,8.64,1.23,2.47,0,3.7,1.23,2.47,17.28,0,12.35,1.23,8.64,3.7,3.7,1.23,0,0,0,0,1.23,0,0,0,1.23,0
"37",1,101,3,"interviewer",6,60.8,99,1,1,6,33.33,83.33,50,16.67,16.67,0,0,16.67,0,0,0,0,16.67,16.67,0,0,0,33.33,0,0,0,0,0,16.67,0,16.67,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",1,101,3,"5dd96066",13,99,50,99,25.77,4.33,0,100,38.46,7.69,7.69,7.69,0,0,0,0,0,15.38,15.38,7.69,0,0,0,15.38,7.69,7.69,0,7.69,7.69,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,38.46,0,7.69,30.77,0,0,0,0,0,0,15.38,0,0,15.38,0,0
"39",1,101,3,"interviewer",12,6.55,1,98.01,25.77,12,8.33,83.33,75,16.67,0,0,0,0,0,0,16.67,8.33,16.67,8.33,8.33,16.67,16.67,8.33,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,8.33,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0
"40",1,101,3,"5dd96066",199,14.72,70.99,88.29,2.85,39.8,16.08,93.97,63.32,20.6,13.07,5.53,2.51,2.01,0,3.02,7.54,6.53,12.56,12.06,7.04,9.55,5.03,23.62,1.51,1.51,1.01,0.5,0.5,2.51,0,2.51,0,2.01,0,14.57,0,0,0,0,10.05,3.52,1.01,1.51,1.01,0.5,3.02,4.52,0.5,3.52,0.5,0,0,0,0,0,6.53,4.02,0.5,0.5,1.01,0.5,3.52,17.59,1.01,17.59,3.52,10.05,5.03,2.51,0,0.5,0,0,0,1.01,0,0,0.5,0.5,0
"41",1,101,3,"interviewer",32,63.62,89.42,55.79,99,16,28.12,87.5,53.12,18.75,9.38,3.12,0,3.12,0,3.12,9.38,6.25,15.62,9.38,6.25,3.12,0,25,0,0,3.12,0,0,15.62,15.62,0,0,0,0,15.62,0,0,0,0,12.5,6.25,3.12,0,0,0,3.12,3.12,0,3.12,0,0,0,0,0,0,3.12,0,0,3.12,0,0,3.12,18.75,0,9.38,0,3.12,6.25,0,0,0,0,0,0,0,0,0,0,0,0
"42",1,101,3,"5dd96066",4,37.39,99,1,99,2,0,100,75,25,25,0,0,25,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,25,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",1,101,3,"interviewer",8,1.8,50,99,25.77,8,0,87.5,62.5,37.5,12.5,12.5,0,0,0,0,25,0,12.5,0,12.5,12.5,0,25,0,0,25,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0
"44",1,101,3,"5dd96066",18,45.11,50,58.07,25.77,18,44.44,88.89,55.56,27.78,5.56,5.56,0,0,0,0,22.22,5.56,11.11,0,5.56,5.56,0,11.11,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,27.78,5.56,5.56,0,16.67,0,0,0,0,0,0,0,0,0,0,0,11.11,5.56,5.56,0,0,0,0,5.56,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0
"45",1,101,3,"interviewer",9,74.89,50,1,99,9,22.22,88.89,55.56,22.22,11.11,11.11,0,0,0,0,11.11,11.11,11.11,11.11,0,0,0,33.33,0,11.11,11.11,0,0,11.11,11.11,0,0,0,0,11.11,0,0,0,0,22.22,0,0,11.11,11.11,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",1,101,3,"5dd96066",55,3.76,81.84,43.37,60.23,13.75,20,90.91,74.55,32.73,18.18,12.73,0,5.45,0,0,14.55,5.45,10.91,20,5.45,1.82,1.82,23.64,1.82,1.82,3.64,0,0,1.82,1.82,0,0,0,0,20,0,0,0,0,7.27,1.82,0,1.82,3.64,0,1.82,3.64,0,3.64,0,0,0,0,0,0,3.64,3.64,0,0,0,0,1.82,20,0,5.45,1.82,3.64,1.82,0,0,0,0,0,0,0,0,0,0,0,0
"47",1,101,3,"interviewer",3,99,50,98.01,25.77,3,66.67,66.67,33.33,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",1,101,3,"5dd96066",1,92.84,50,1,25.77,1,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",1,101,3,"interviewer",23,34.48,95.89,27.39,99,11.5,17.39,91.3,60.87,17.39,4.35,0,0,4.35,0,0,13.04,4.35,17.39,8.7,13.04,8.7,0,17.39,4.35,0,8.7,0,0,13.04,13.04,0,0,0,0,13.04,0,0,0,0,8.7,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,4.35,0,4.35,0,0,21.74,0,8.7,0,8.7,0,4.35,0,0,0,0,0,0,0,0,0,0,0
"50",1,101,3,"5dd96066",4,1,99,74.76,25.77,4,0,100,75,50,25,0,0,25,0,0,25,0,0,25,0,0,0,50,25,0,25,0,0,0,0,0,0,0,0,25,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",1,101,3,"interviewer",25,40.12,99,43.37,91.14,25,28,84,52,20,8,0,0,8,0,0,12,4,12,8,4,8,0,20,8,8,8,0,4,4,4,0,0,0,0,24,0,0,0,0,16,8,0,0,4,4,4,4,0,4,0,0,0,0,0,0,4,0,0,0,4,0,0,16,0,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"52",1,101,3,"5dd96066",6,1,1,98.01,25.77,6,0,100,83.33,16.67,16.67,16.67,0,0,0,0,0,0,0,16.67,16.67,16.67,50,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",1,101,3,"interviewer",11,99,3.48,2.4,25.77,11,18.18,90.91,63.64,0,0,0,0,0,0,0,0,27.27,18.18,18.18,0,0,0,18.18,18.18,27.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,0,0,9.09,0,0,18.18,9.09,9.09,0,0,9.09,0,9.09,0,0,9.09,0,0,9.09,0,0,0,9.09,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0
"54",1,101,3,"5dd96066",26,1.8,35.01,17.46,99,26,34.62,96.15,65.38,26.92,7.69,3.85,0,0,0,3.85,19.23,3.85,7.69,15.38,11.54,7.69,0,23.08,7.69,7.69,7.69,0,3.85,7.69,7.69,0,0,0,0,7.69,0,0,0,0,38.46,3.85,0,7.69,7.69,15.38,7.69,7.69,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54,0,7.69,0,7.69,0,3.85,0,0,0,0,0,0,0,0,0,0,0
"55",1,101,3,"interviewer",22,31.44,50,2.4,94.75,22,18.18,86.36,63.64,18.18,0,0,0,0,0,0,18.18,4.55,18.18,13.64,4.55,9.09,4.55,22.73,0,4.55,9.09,0,0,4.55,4.55,0,0,0,0,9.09,0,0,0,0,9.09,0,0,0,4.55,0,4.55,9.09,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,0,4.55,18.18,0,4.55,0,4.55,0,4.55,0,0,0,0,0,0,0,0,0,0,0
"56",1,101,3,"5dd96066",5,1,1,99,25.77,5,0,100,80,40,20,20,0,0,0,0,20,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",1,101,3,"interviewer",26,32.33,99,17.46,99,13,23.08,92.31,50,19.23,11.54,0,0,7.69,0,3.85,7.69,3.85,11.54,15.38,3.85,3.85,0,23.08,0,0,0,0,3.85,11.54,11.54,0,0,0,0,23.08,0,3.85,0,3.85,7.69,3.85,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,3.85,0,0,26.92,0,11.54,0,11.54,0,15.38,0,0,0,0,0,3.85,0,0,3.85,0,0
"58",1,101,3,"5dd96066",99,11.42,93.5,70.57,80.64,49.5,17.17,93.94,61.62,15.15,10.1,4.04,1.01,3.03,0,2.02,5.05,1.01,14.14,19.19,9.09,9.09,0,33.33,6.06,4.04,4.04,0,4.04,3.03,3.03,0,0,0,0,17.17,0,0,0,0,16.16,4.04,5.05,1.01,3.03,3.03,2.02,1.01,1.01,0,0,1.01,0,1.01,0,0,5.05,3.03,1.01,1.01,1.01,0,0,24.24,7.07,15.15,8.08,4.04,4.04,0,1.01,0,0,0,0,2.02,0,0,1.01,1.01,0
"59",1,101,3,"interviewer",35,85.46,99,78.4,98.56,35,14.29,91.43,57.14,17.14,11.43,0,0,5.71,0,5.71,5.71,2.86,22.86,8.57,2.86,2.86,0,20,0,2.86,2.86,0,0,5.71,5.71,0,0,0,0,22.86,0,2.86,0,2.86,14.29,0,5.71,0,8.57,0,2.86,2.86,0,2.86,0,0,0,0,0,0,8.57,0,2.86,2.86,2.86,0,5.71,11.43,0,22.86,5.71,14.29,2.86,0,0,0,0,0,0,0,0,0,0,0,0
"60",1,101,3,"5dd96066",60,10.15,43.37,88.91,57.28,30,11.67,95,61.67,23.33,13.33,6.67,3.33,0,0,3.33,10,5,11.67,13.33,5,8.33,5,25,5,8.33,0,1.67,8.33,1.67,1.67,0,0,0,0,10,0,0,0,0,16.67,6.67,5,0,1.67,0,3.33,5,1.67,0,3.33,0,0,0,0,0,5,5,0,0,0,0,6.67,21.67,1.67,11.67,3.33,3.33,5,0,0,0,0,0,0,1.67,0,0,0,1.67,0
