"","aco","site","workgroup_collapsed","speakanon","WC","Analytic","Clout","Authentic","Tone","WPS","Sixltr","Dic","function.","pronoun","ppron","i","we","you","shehe","they","ipron","article","prep","auxverb","adverb","conj","negate","verb","adj","compare","interrog","number","quant","affect","posemo","negemo","anx","anger","sad","social","family","friend","female","male","cogproc","insight","cause","discrep","tentat","certain","differ","percept","see","hear","feel","bio","body","health","sexual","ingest","drives","affiliation","achieve","power","reward","risk","focuspast","focuspresent","focusfuture","relativ","motion","space","time","work","leisure","home","money","relig","death","informal","swear","netspeak","assent","nonflu","filler"
"13367",2,205,3,"a1d0efba",1,92.84,50,1,25.77,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0
"13368",2,205,3,"interviewer",10,77.33,84.14,43.37,99,10,50,90,50,10,10,0,0,0,0,10,0,0,20,10,0,10,0,10,0,0,0,0,0,10,10,0,0,0,0,20,0,0,0,0,10,0,0,0,10,0,10,10,0,0,10,10,0,10,0,0,10,10,0,0,0,0,0,10,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0
"13369",2,205,3,"a1d0efba",1,92.84,50,1,25.77,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0
"13370",2,205,3,"interviewer",6,17.96,4.8,23.51,25.77,6,33.33,83.33,66.67,16.67,0,0,0,0,0,0,16.67,0,33.33,0,33.33,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,16.67,0,0,0,16.67,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13371",2,205,3,"a1d0efba",79,26.92,60.01,36.87,25.77,19.75,13.92,81.01,50.63,10.13,8.86,2.53,1.27,0,2.53,2.53,1.27,5.06,7.59,10.13,6.33,12.66,2.53,22.78,2.53,1.27,0,5.06,3.8,0,0,0,0,0,0,12.66,0,0,1.27,1.27,10.13,0,0,3.8,6.33,1.27,6.33,2.53,0,2.53,0,2.53,0,2.53,0,0,3.8,1.27,1.27,1.27,0,0,0,24.05,3.8,16.46,6.33,3.8,6.33,3.8,0,0,0,0,0,2.53,0,0,2.53,0,0
"13372",2,205,3,"interviewer",22,96.29,99,2.4,25.77,22,18.18,81.82,45.45,13.64,9.09,0,0,9.09,0,0,4.55,13.64,13.64,4.55,4.55,0,0,13.64,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,9.09,0,4.55,0,0,4.55,0,4.55,0,4.55,0,0,0,0,0,0,4.55,4.55,4.55,0,0,0,13.64,4.55,0,9.09,0,0,9.09,13.64,4.55,0,0,0,0,0,0,0,0,0,0
"13373",2,205,3,"a1d0efba",1,1,1,1,25.77,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13374",2,205,3,"interviewer",12,1.8,99,99,25.77,12,33.33,91.67,50,25,16.67,0,0,16.67,0,0,8.33,0,0,16.67,0,8.33,0,41.67,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,33.33,25,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,8.33,0,0,0,8.33,0,16.67,16.67,0,8.33,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0
"13375",2,205,3,"a1d0efba",4,1.8,50,99,25.77,4,50,100,50,50,25,25,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0
"13376",2,205,3,"interviewer",1,92.84,50,1,99,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0
"13377",2,205,3,"a1d0efba",76,1,60.39,97.59,50.32,25.33,10.53,98.68,75,36.84,18.42,9.21,3.95,1.32,0,3.95,18.42,2.63,10.53,10.53,7.89,10.53,3.95,19.74,1.32,1.32,6.58,0,1.32,1.32,1.32,0,0,0,0,13.16,0,0,0,0,22.37,6.58,5.26,0,6.58,2.63,2.63,2.63,0,2.63,0,0,0,0,0,0,7.89,3.95,0,3.95,0,0,10.53,10.53,0,14.47,1.32,9.21,3.95,0,0,0,0,0,0,0,0,0,0,0,0
"13378",2,205,3,"interviewer",9,17.96,98.62,4.97,99,9,0,100,66.67,22.22,11.11,0,11.11,0,0,0,11.11,0,22.22,11.11,22.22,0,0,22.22,0,0,0,0,0,22.22,22.22,0,0,0,0,11.11,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13379",2,205,3,"a1d0efba",46,34.48,86.15,16.76,66.89,15.33,8.7,91.3,63.04,26.09,19.57,6.52,2.17,2.17,8.7,0,6.52,6.52,13.04,6.52,0,10.87,2.17,23.91,2.17,2.17,2.17,0,0,2.17,2.17,0,0,0,0,15.22,0,0,0,8.7,8.7,2.17,4.35,0,0,2.17,0,10.87,6.52,4.35,0,0,0,0,0,0,2.17,2.17,0,0,0,0,10.87,10.87,0,15.22,6.52,6.52,2.17,0,0,0,0,0,0,0,0,0,0,0,0
"13380",2,205,3,"interviewer",28,20.29,99,13.15,87.2,28,25,89.29,64.29,14.29,14.29,0,10.71,3.57,0,0,0,7.14,10.71,10.71,3.57,17.86,3.57,14.29,0,0,0,0,3.57,3.57,3.57,0,0,0,0,25,0,3.57,0,3.57,21.43,7.14,3.57,0,10.71,0,7.14,0,0,0,0,0,0,0,0,0,14.29,10.71,0,0,3.57,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13381",2,205,3,"a1d0efba",51,1.03,27.83,77.28,90.49,17,1.96,96.08,74.51,31.37,15.69,9.8,5.88,0,0,0,15.69,5.88,9.8,15.69,9.8,3.92,7.84,27.45,3.92,3.92,5.88,0,3.92,3.92,3.92,0,0,0,0,7.84,0,0,0,0,19.61,7.84,1.96,0,3.92,3.92,1.96,0,0,0,0,0,0,0,0,0,11.76,7.84,1.96,0,3.92,0,5.88,21.57,0,5.88,0,3.92,1.96,1.96,1.96,0,0,0,0,1.96,0,0,1.96,0,0
"13382",2,205,3,"interviewer",14,67.14,99,1,99,14,35.71,100,50,7.14,7.14,0,0,7.14,0,0,0,14.29,7.14,7.14,7.14,14.29,0,0,0,0,7.14,0,0,21.43,21.43,0,0,0,0,21.43,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,7.14,14.29,0,0,0,0,7.14,0,0,0,0,0,21.43,7.14,0,0,0,0,0,0,0,0,0,0
"13383",2,205,3,"a1d0efba",6,1,99,1,25.77,6,0,100,83.33,50,16.67,0,16.67,0,0,0,33.33,0,0,16.67,16.67,16.67,0,33.33,0,0,16.67,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13384",2,205,3,"interviewer",26,82,87.57,83.83,99,8.67,7.69,96.15,57.69,15.38,7.69,0,7.69,0,0,0,7.69,15.38,15.38,3.85,11.54,7.69,0,11.54,0,0,0,0,7.69,11.54,11.54,0,0,0,0,7.69,0,0,0,0,3.85,0,0,0,0,0,3.85,3.85,0,3.85,0,0,0,0,0,0,15.38,7.69,0,3.85,3.85,0,3.85,7.69,0,23.08,3.85,11.54,7.69,3.85,0,0,0,0,0,3.85,0,0,3.85,0,0
"13385",2,205,3,"a1d0efba",40,2.73,1.28,99,25.77,40,2.5,97.5,70,27.5,17.5,17.5,0,0,0,0,10,0,15,12.5,10,7.5,5,22.5,2.5,2.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,5,2.5,2.5,0,0,0,0,0,0,2.5,2.5,0,0,0,5,0,2.5,0,2.5,0,2.5,17.5,0,15,0,10,5,0,0,0,0,0,0,2.5,0,0,2.5,0,0
"13386",2,205,3,"interviewer",12,17.96,95.2,23.51,25.77,6,0,100,83.33,25,8.33,0,0,8.33,0,0,16.67,8.33,16.67,25,8.33,0,0,25,0,0,8.33,0,0,0,0,0,0,0,0,8.33,0,0,0,0,8.33,8.33,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,8.33,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0
"13387",2,205,3,"a1d0efba",3,1,1,98.01,99,1.5,0,100,66.67,33.33,33.33,33.33,0,0,0,0,0,0,0,33.33,0,0,0,33.33,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13388",2,205,3,"interviewer",11,31.44,99,31.94,25.77,11,9.09,100,63.64,27.27,18.18,0,9.09,9.09,0,0,9.09,9.09,9.09,9.09,0,9.09,0,9.09,9.09,9.09,0,0,9.09,0,0,0,0,0,0,18.18,0,0,0,0,9.09,0,0,0,0,0,9.09,9.09,0,9.09,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,18.18,0,9.09,0,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0
"13389",2,205,3,"a1d0efba",6,1.8,4.8,98.01,99,2,0,100,50,33.33,16.67,16.67,0,0,0,0,16.67,0,0,0,16.67,0,0,16.67,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,16.67,0,0,0,16.67,0,0,33.33,0,16.67,0,0,16.67,0,0,0,0,0,0,16.67,0,0,16.67,0,0
"13390",2,205,3,"interviewer",25,51.43,97.69,43.37,99,25,12,96,60,16,8,0,8,0,0,0,8,8,16,12,8,8,0,24,8,8,4,0,4,8,8,0,0,0,0,12,0,0,0,0,24,4,4,4,4,8,0,8,4,4,0,0,0,0,0,0,12,8,4,0,0,0,0,16,8,20,4,8,8,0,0,0,0,0,0,0,0,0,0,0,0
"13391",2,205,3,"a1d0efba",46,1.23,33.19,88.68,4.13,23,17.39,100,78.26,30.43,13.04,8.7,0,2.17,0,2.17,17.39,2.17,17.39,19.57,10.87,6.52,4.35,32.61,0,2.17,4.35,0,0,2.17,0,2.17,2.17,0,0,13.04,0,2.17,0,2.17,15.22,2.17,2.17,0,0,4.35,6.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.87,19.57,4.35,10.87,4.35,4.35,2.17,4.35,0,0,0,0,0,0,0,0,0,0,0
"13392",2,205,3,"interviewer",25,29.6,99,20.24,91.14,25,24,96,60,24,12,0,0,12,0,0,12,0,20,12,4,8,0,20,0,0,8,0,0,4,4,0,0,0,0,28,0,4,0,0,20,4,8,4,0,0,4,0,0,0,0,0,0,0,0,0,8,4,8,0,0,0,8,8,0,12,0,8,4,16,4,0,0,0,0,0,0,0,0,0,0
"13393",2,205,3,"a1d0efba",10,1,50,1,99,10,40,80,60,10,10,10,0,0,0,0,0,0,0,30,10,10,0,40,0,0,0,0,0,20,20,0,0,0,0,10,0,0,0,0,20,0,0,10,0,10,0,10,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13394",2,205,3,"interviewer",33,64.89,93.5,2.4,80.64,33,30.3,93.94,51.52,18.18,9.09,0,0,9.09,0,0,9.09,3.03,15.15,6.06,0,9.09,0,9.09,6.06,6.06,3.03,0,3.03,3.03,3.03,0,0,0,0,9.09,0,0,0,0,21.21,3.03,9.09,6.06,3.03,3.03,3.03,0,0,0,0,15.15,0,15.15,0,0,9.09,0,9.09,6.06,6.06,0,6.06,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0
"13395",2,205,3,"a1d0efba",87,25.12,99,95.26,69.12,12.43,8.05,97.7,57.47,28.74,25.29,8.05,3.45,8.05,0,5.75,3.45,3.45,11.49,3.45,3.45,8.05,1.15,20.69,3.45,1.15,0,2.3,1.15,4.6,3.45,1.15,0,0,0,26.44,0,1.15,0,0,8.05,2.3,1.15,2.3,1.15,0,1.15,3.45,0,3.45,0,0,0,0,0,0,8.05,4.6,1.15,1.15,1.15,0,2.3,14.94,4.6,21.84,6.9,4.6,10.34,1.15,1.15,0,0,0,0,2.3,0,0,1.15,1.15,0
"13396",2,205,3,"interviewer",33,84.89,93.5,6.95,25.77,33,27.27,93.94,54.55,18.18,9.09,0,0,9.09,0,0,9.09,6.06,18.18,6.06,0,6.06,0,9.09,6.06,6.06,3.03,0,3.03,6.06,3.03,3.03,0,0,3.03,9.09,0,0,0,0,21.21,3.03,9.09,6.06,3.03,3.03,3.03,0,0,0,0,12.12,0,12.12,0,0,9.09,0,6.06,6.06,6.06,0,6.06,0,0,12.12,0,12.12,0,9.09,0,0,0,0,0,0,0,0,0,0,0
"13397",2,205,3,"a1d0efba",33,5.88,18.16,70.57,25.77,8.25,15.15,93.94,63.64,24.24,18.18,15.15,3.03,0,0,0,6.06,3.03,12.12,21.21,6.06,3.03,3.03,36.36,9.09,0,0,0,3.03,12.12,6.06,6.06,0,3.03,3.03,6.06,0,0,0,0,15.15,3.03,3.03,6.06,3.03,0,0,6.06,0,3.03,3.03,0,0,0,0,0,3.03,3.03,0,0,0,0,0,33.33,0,12.12,6.06,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0
"13398",2,205,3,"interviewer",6,1.8,50,1,25.77,6,0,83.33,66.67,16.67,16.67,0,0,0,0,16.67,0,0,16.67,33.33,0,0,16.67,50,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13399",2,205,3,"a1d0efba",19,1,29.92,19.27,99,9.5,5.26,84.21,57.89,21.05,21.05,5.26,0,0,0,15.79,0,0,5.26,15.79,10.53,5.26,10.53,31.58,10.53,0,0,5.26,0,10.53,10.53,0,0,0,0,15.79,0,0,0,0,26.32,10.53,0,5.26,5.26,0,5.26,10.53,0,0,10.53,0,0,0,0,0,0,0,0,0,0,0,0,26.32,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13400",2,205,3,"interviewer",8,11.24,89.42,74.76,99,4,12.5,100,50,12.5,0,0,0,0,0,0,12.5,12.5,0,12.5,12.5,12.5,0,25,0,0,0,0,12.5,12.5,12.5,0,0,0,0,12.5,0,0,0,0,12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0
"13401",2,205,3,"a1d0efba",11,56.58,99,2.4,99,3.67,18.18,63.64,27.27,18.18,18.18,0,0,18.18,0,0,0,0,9.09,9.09,0,0,0,18.18,0,0,0,0,0,18.18,18.18,0,0,0,0,36.36,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,18.18,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0
"13402",2,205,4,"45e7d44d",10,24.86,15.86,43.37,99,5,20,80,50,20,20,20,0,0,0,0,0,10,0,20,0,0,0,30,0,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,10,10,0,0,0,30,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0
"13403",2,205,4,"interviewer",7,28.22,99,1,99,3.5,14.29,85.71,57.14,28.57,28.57,0,14.29,14.29,0,0,0,0,14.29,14.29,0,0,0,14.29,14.29,0,0,0,0,14.29,14.29,0,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.86,14.29,0,14.29,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13404",2,205,4,"45e7d44d",1,92.84,50,1,25.77,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0
"13405",2,205,4,"interviewer",45,10.87,90.87,18.21,99,22.5,13.33,95.56,64.44,15.56,6.67,0,4.44,2.22,0,0,8.89,4.44,13.33,22.22,4.44,11.11,2.22,37.78,4.44,0,0,0,0,6.67,6.67,0,0,0,0,13.33,0,0,0,0,17.78,4.44,4.44,2.22,2.22,0,4.44,2.22,0,0,2.22,0,0,0,0,0,8.89,6.67,0,0,2.22,0,6.67,20,8.89,8.89,2.22,4.44,2.22,2.22,0,0,2.22,0,0,0,0,0,0,0,0
"13406",2,205,4,"45e7d44d",1,92.84,50,1,99,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0
"13407",2,205,4,"interviewer",13,9.98,99,17.46,25.77,13,15.38,100,61.54,30.77,30.77,0,7.69,23.08,0,0,0,7.69,7.69,7.69,7.69,7.69,0,7.69,0,0,0,0,7.69,0,0,0,0,0,0,38.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,15.38,0,15.38,0,15.38,0,7.69,0,0,0,0,0,0,0,0,0,0,0
"13408",2,205,4,"45e7d44d",40,65.29,69.14,7.84,99,13.33,15,87.5,50,12.5,10,7.5,2.5,0,0,0,2.5,7.5,12.5,7.5,5,10,0,15,0,0,2.5,7.5,2.5,7.5,7.5,0,0,0,0,10,2.5,0,0,0,2.5,0,0,0,2.5,0,0,0,0,0,0,2.5,0,2.5,0,0,17.5,10,7.5,5,0,0,0,17.5,0,5,0,5,0,12.5,7.5,2.5,0,0,0,0,0,0,0,0,0
"13409",2,205,4,"interviewer",3,17.96,99,1,25.77,3,0,66.67,66.67,33.33,33.33,0,0,33.33,0,0,0,33.33,0,33.33,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13410",2,205,4,"45e7d44d",2,1,1,99,25.77,2,0,100,100,50,50,50,0,0,0,0,0,0,0,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13411",2,205,4,"interviewer",8,1,99,99,25.77,8,12.5,100,75,25,12.5,0,0,12.5,0,0,12.5,0,12.5,25,12.5,12.5,0,25,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,37.5,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"13412",2,205,4,"45e7d44d",17,73.36,72.17,6.2,25.77,17,17.65,100,64.71,5.88,0,0,0,0,0,0,5.88,11.76,23.53,11.76,23.53,5.88,0,17.65,5.88,5.88,0,11.76,0,0,0,0,0,0,0,5.88,0,0,0,0,11.76,0,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,5.88,0,0,0,11.76,5.88,11.76,5.88,0,5.88,11.76,0,0,0,0,0,0,0,0,0,0,0
"13413",2,205,4,"interviewer",8,1,99,74.76,25.77,8,0,100,75,25,12.5,0,0,12.5,0,0,12.5,0,12.5,25,12.5,12.5,0,25,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,12.5,12.5,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
"13414",2,205,4,"45e7d44d",9,74.89,50,58.07,25.77,9,22.22,88.89,44.44,22.22,11.11,11.11,0,0,0,0,11.11,11.11,11.11,11.11,0,0,0,22.22,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,11.11,0,0,11.11,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,22.22,11.11,11.11,0,0,0,11.11,11.11,0,11.11,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0
"13415",2,205,4,"interviewer",8,1,99,1,99,8,37.5,87.5,50,12.5,12.5,0,0,12.5,0,0,0,0,0,12.5,12.5,25,0,25,0,0,12.5,0,0,12.5,12.5,0,0,0,0,25,0,0,0,0,50,12.5,25,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13416",2,205,4,"45e7d44d",21,78.35,92.33,13.15,99,21,23.81,76.19,47.62,14.29,14.29,4.76,0,0,0,9.52,0,9.52,9.52,4.76,9.52,0,0,19.05,0,0,0,0,0,23.81,23.81,0,0,0,0,19.05,0,0,0,0,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,4.76,0,0,0,14.29,0,4.76,0,4.76,0,4.76,0,0,0,0,0,4.76,0,0,0,4.76,0
"13417",2,205,4,"interviewer",16,71.61,89.42,74.76,99,16,12.5,93.75,62.5,18.75,6.25,0,0,6.25,0,0,12.5,6.25,18.75,12.5,6.25,0,0,18.75,6.25,0,6.25,0,0,6.25,6.25,0,0,0,0,6.25,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,18.75,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"13418",2,205,4,"45e7d44d",18,45.11,71.09,98.01,98.27,9,11.11,100,50,27.78,16.67,11.11,5.56,0,0,0,11.11,11.11,5.56,11.11,0,0,0,27.78,5.56,5.56,0,0,5.56,5.56,5.56,0,0,0,0,11.11,0,0,0,0,33.33,22.22,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,0,0,0,0,0,22.22,0,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0
"13419",2,205,4,"interviewer",24,60.8,95.2,7.84,99,12,20.83,95.83,58.33,16.67,8.33,0,0,8.33,0,0,8.33,8.33,16.67,12.5,4.17,8.33,0,20.83,0,0,4.17,0,0,12.5,12.5,0,0,0,0,12.5,0,0,0,0,20.83,4.17,8.33,0,4.17,0,4.17,0,0,0,0,4.17,0,4.17,0,0,12.5,0,8.33,4.17,0,0,0,16.67,0,4.17,0,4.17,0,4.17,0,0,0,0,0,4.17,0,0,4.17,0,0
"13420",2,205,4,"45e7d44d",36,80.75,97.37,1,99,18,27.78,88.89,55.56,13.89,13.89,2.78,2.78,0,0,8.33,0,0,25,5.56,5.56,8.33,0,16.67,5.56,0,2.78,0,0,13.89,8.33,0,0,0,0,19.44,0,0,0,0,16.67,5.56,2.78,5.56,0,2.78,0,0,0,0,0,2.78,0,2.78,0,0,16.67,5.56,2.78,5.56,8.33,0,0,16.67,0,2.78,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0
"13421",2,205,4,"interviewer",20,37.39,84.14,3.37,99,10,30,85,40,10,5,0,0,5,0,0,5,0,10,15,0,10,0,15,5,0,0,0,5,10,10,0,0,0,0,10,0,0,0,0,25,5,5,0,10,5,5,0,0,0,0,5,0,5,0,0,5,0,5,0,5,0,5,10,0,0,0,0,0,10,0,0,0,0,0,5,0,0,5,0,0
"13422",2,205,4,"45e7d44d",41,12.53,99,1,25.77,6.83,21.95,82.93,53.66,19.51,12.2,0,12.2,0,0,0,7.32,0,12.2,19.51,4.88,4.88,0,19.51,0,0,2.44,0,7.32,0,0,0,0,0,0,14.63,0,0,0,0,2.44,0,0,0,2.44,0,0,0,0,0,0,9.76,0,9.76,0,0,21.95,14.63,4.88,0,4.88,2.44,4.88,14.63,0,0,0,0,0,4.88,0,0,0,0,0,4.88,0,0,4.88,0,0
"13423",2,205,4,"interviewer",5,99,50,43.37,25.77,5,20,80,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,40,0,0,20,0,0,0,0,0,0,0,0
"13424",2,205,4,"45e7d44d",1,92.84,50,1,25.77,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0
"13425",2,205,4,"interviewer",38,12.16,96.7,1,99,9.5,18.42,97.37,60.53,21.05,13.16,5.26,2.63,5.26,0,0,7.89,0,13.16,13.16,7.89,7.89,0,23.68,0,0,2.63,0,0,13.16,13.16,0,0,0,0,15.79,0,0,0,0,21.05,0,10.53,5.26,0,5.26,0,2.63,0,2.63,0,2.63,0,2.63,0,0,7.89,2.63,2.63,0,0,2.63,13.16,10.53,0,5.26,0,5.26,0,2.63,0,0,0,0,0,2.63,0,0,2.63,0,0
"13426",2,205,4,"45e7d44d",19,1,29.92,99,97.58,9.5,5.26,100,68.42,21.05,15.79,10.53,0,0,0,5.26,5.26,0,10.53,31.58,21.05,10.53,0,42.11,5.26,0,0,5.26,0,5.26,5.26,0,0,0,0,5.26,0,0,0,0,21.05,5.26,5.26,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.79,21.05,5.26,21.05,5.26,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0
"13427",2,205,4,"interviewer",17,6.99,72.17,99,98.87,17,0,94.12,64.71,17.65,5.88,0,0,5.88,0,0,11.76,0,17.65,29.41,5.88,5.88,0,35.29,0,5.88,0,0,5.88,5.88,5.88,0,0,0,0,5.88,0,0,0,0,29.41,5.88,5.88,0,17.65,0,5.88,5.88,0,0,5.88,0,0,0,0,0,5.88,0,0,5.88,0,0,11.76,23.53,0,23.53,5.88,11.76,5.88,0,0,0,0,0,0,0,0,0,0,0,0
