"","aco","site","workgroup_collapsed","speakanon","WC","Analytic","Clout","Authentic","Tone","WPS","Sixltr","Dic","function.","pronoun","ppron","i","we","you","shehe","they","ipron","article","prep","auxverb","adverb","conj","negate","verb","adj","compare","interrog","number","quant","affect","posemo","negemo","anx","anger","sad","social","family","friend","female","male","cogproc","insight","cause","discrep","tentat","certain","differ","percept","see","hear","feel","bio","body","health","sexual","ingest","drives","affiliation","achieve","power","reward","risk","focuspast","focuspresent","focusfuture","relativ","motion","space","time","work","leisure","home","money","relig","death","informal","swear","netspeak","assent","nonflu","filler","perform"
"5013",1,107,"MA","interviewer",1,92.84,50,1,99,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,"low"
"5014",1,107,"MA","f5939d2d",42,34.21,68.29,37.24,25.77,42,11.9,95.24,66.67,19.05,7.14,0,0,0,4.76,2.38,11.9,4.76,21.43,14.29,9.52,7.14,2.38,26.19,4.76,7.14,2.38,2.38,2.38,0,0,0,0,0,0,11.9,0,0,0,4.76,16.67,0,0,4.76,9.52,0,4.76,2.38,0,2.38,0,2.38,0,2.38,0,0,4.76,0,0,4.76,0,0,0,26.19,4.76,23.81,4.76,11.9,7.14,2.38,0,0,0,0,0,0,0,0,0,0,0,"low"
"5015",1,107,"MA","interviewer",47,41.79,98.27,15.43,99,11.75,36.17,80.85,46.81,12.77,10.64,0,4.26,4.26,0,2.13,2.13,0,12.77,10.64,4.26,8.51,0,21.28,2.13,0,2.13,0,2.13,12.77,12.77,0,0,0,0,17.02,0,0,0,0,14.89,2.13,2.13,2.13,10.64,0,4.26,0,0,0,0,4.26,0,4.26,0,0,8.51,6.38,0,0,2.13,0,0,17.02,0,10.64,0,10.64,0,0,0,0,0,0,0,2.13,0,0,2.13,0,0,"low"
"5016",1,107,"MA","f5939d2d",62,39.58,98.75,20.84,83.22,20.67,11.29,88.71,62.9,17.74,9.68,0,6.45,0,1.61,1.61,8.06,9.68,12.9,11.29,8.06,9.68,0,19.35,0,1.61,4.84,0,0,3.23,3.23,0,0,0,0,17.74,0,0,1.61,0,9.68,4.84,0,1.61,1.61,0,1.61,4.84,0,4.84,0,1.61,0,1.61,0,0,14.52,6.45,3.23,3.23,1.61,0,0,14.52,3.23,12.9,3.23,6.45,3.23,4.84,0,0,0,0,0,4.84,0,3.23,0,4.84,0,"low"
"5017",1,107,"MA","interviewer",26,42.69,98.93,17.46,25.77,13,19.23,84.62,57.69,19.23,11.54,0,0,11.54,0,0,7.69,7.69,15.38,15.38,7.69,3.85,0,19.23,3.85,0,3.85,0,3.85,0,0,0,0,0,0,11.54,0,0,0,0,15.38,3.85,3.85,0,7.69,0,0,3.85,0,0,3.85,3.85,0,3.85,0,0,3.85,0,3.85,0,0,0,0,19.23,0,11.54,0,3.85,7.69,0,0,0,0,0,0,0,0,0,0,0,0,"low"
"5018",1,107,"MA","f5939d2d",89,29.37,97.17,24.47,46.47,17.8,11.24,87.64,62.92,24.72,11.24,2.25,5.62,0,0,3.37,13.48,5.62,15.73,12.36,3.37,8.99,0,20.22,1.12,3.37,2.25,0,1.12,5.62,3.37,2.25,0,0,0,17.98,0,0,0,0,10.11,3.37,1.12,2.25,1.12,0,2.25,0,0,0,0,0,0,0,0,0,10.11,5.62,1.12,0,1.12,2.25,1.12,17.98,4.49,11.24,3.37,6.74,1.12,0,0,0,0,0,0,2.25,0,0,2.25,0,0,"low"
"5019",1,107,"MA","interviewer",34,85.18,88.03,1,99,11.33,29.41,73.53,38.24,5.88,5.88,0,0,5.88,0,0,0,2.94,14.71,2.94,2.94,11.76,0,14.71,5.88,0,0,0,0,8.82,8.82,0,0,0,0,11.76,0,0,0,0,23.53,2.94,8.82,5.88,5.88,2.94,5.88,0,0,0,0,2.94,0,2.94,0,0,2.94,0,0,0,2.94,0,0,14.71,0,2.94,0,2.94,0,0,0,0,0,0,0,2.94,0,0,2.94,0,0,"low"
"5020",1,107,"MA","f5939d2d",67,25.2,88.37,22.25,80.01,11.17,11.94,88.06,59.7,17.91,11.94,1.49,5.97,1.49,0,2.99,5.97,7.46,8.96,13.43,5.97,5.97,2.99,20.9,1.49,2.99,0,0,0,5.97,4.48,1.49,1.49,0,0,14.93,0,0,0,0,14.93,1.49,4.48,2.99,5.97,0,5.97,0,0,0,0,2.99,2.99,0,0,0,10.45,7.46,0,0,1.49,1.49,4.48,19.4,1.49,10.45,2.99,7.46,0,0,0,0,0,0,0,5.97,0,2.99,1.49,4.48,0,"low"
"5021",1,107,"MA","interviewer",40,19.58,30.86,43.37,2.89,40,20,92.5,67.5,20,5,0,0,0,0,5,15,2.5,20,10,10,15,0,20,7.5,7.5,2.5,0,5,2.5,0,2.5,2.5,0,0,5,0,0,0,0,27.5,0,2.5,5,15,2.5,10,0,0,0,0,2.5,0,2.5,0,0,2.5,0,0,0,0,2.5,0,10,7.5,15,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,"low"
"5022",1,107,"MA","f5939d2d",43,55.38,98.14,21.56,95.29,21.5,13.95,93.02,67.44,20.93,13.95,0,6.98,0,0,6.98,6.98,4.65,25.58,11.63,4.65,9.3,2.33,18.6,6.98,11.63,2.33,0,2.33,4.65,4.65,0,0,0,0,18.6,0,0,0,0,11.63,0,0,0,9.3,0,2.33,0,0,0,0,0,0,0,0,0,18.6,9.3,4.65,4.65,2.33,0,0,13.95,2.33,13.95,6.98,4.65,2.33,2.33,0,0,0,0,0,2.33,0,0,0,2.33,0,"low"
"5023",1,107,"MA","interviewer",34,41.45,98.02,2.14,98.87,34,11.76,82.35,52.94,14.71,11.76,0,0,2.94,0,8.82,2.94,2.94,14.71,5.88,5.88,14.71,0,11.76,0,0,0,0,2.94,5.88,5.88,0,0,0,0,17.65,0,0,0,0,2.94,0,0,0,2.94,0,0,0,0,0,0,5.88,0,5.88,0,0,11.76,2.94,8.82,2.94,5.88,0,0,8.82,0,8.82,0,8.82,0,8.82,0,0,0,0,0,0,0,0,0,0,0,"low"
"5024",1,107,"MA","f5939d2d",66,24.18,99,23.51,7.96,16.5,9.09,96.97,60.61,25.76,18.18,0,7.58,3.03,0,7.58,7.58,3.03,16.67,7.58,6.06,10.61,0,18.18,3.03,3.03,6.06,0,6.06,4.55,1.52,3.03,0,0,1.52,24.24,0,0,0,0,12.12,6.06,0,0,6.06,0,0,4.55,1.52,0,1.52,6.06,1.52,1.52,0,3.03,10.61,9.09,1.52,1.52,0,1.52,0,18.18,0,10.61,3.03,3.03,4.55,0,0,1.52,0,0,0,1.52,0,0,1.52,0,0,"low"
"5025",1,107,"MA","interviewer",14,5.53,92.33,52.86,99,4.67,21.43,92.86,64.29,21.43,7.14,0,0,7.14,0,0,14.29,7.14,7.14,21.43,7.14,7.14,0,28.57,14.29,0,0,0,0,21.43,21.43,0,0,0,0,14.29,0,0,0,0,14.29,7.14,0,0,0,0,7.14,7.14,0,0,7.14,0,0,0,0,0,14.29,7.14,7.14,0,7.14,0,0,28.57,0,7.14,0,7.14,0,7.14,0,0,0,0,0,7.14,0,0,7.14,0,0,"low"
"5026",1,107,"MA","f5939d2d",46,34.48,80.77,80.16,25.77,11.5,15.22,97.83,60.87,17.39,13.04,4.35,2.17,0,0,6.52,4.35,6.52,15.22,6.52,10.87,13.04,0,17.39,2.17,4.35,0,6.52,4.35,0,0,0,0,0,0,13.04,0,0,0,0,8.7,2.17,0,0,2.17,2.17,2.17,2.17,0,2.17,0,4.35,0,4.35,0,2.17,6.52,4.35,0,2.17,0,0,2.17,15.22,2.17,17.39,4.35,6.52,6.52,4.35,0,0,0,0,0,2.17,0,0,2.17,0,0,"low"
"5027",1,107,"MA","interviewer",6,17.96,99,1,25.77,6,0,83.33,66.67,16.67,16.67,0,0,16.67,0,0,0,16.67,0,16.67,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,"low"
"5028",1,107,"MA","f5939d2d",2,92.84,50,1,25.77,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,"low"
"5029",1,107,"MA","interviewer",9,17.96,50,1,25.77,4.5,11.11,88.89,55.56,0,0,0,0,0,0,0,0,11.11,0,11.11,22.22,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,11.11,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,22.22,0,22.22,0,22.22,0,"low"
"5030",1,107,"MA","f5939d2d",3,92.84,50,1,25.77,1.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,66.67,33.33,66.67,0,"low"
"5031",1,107,"MA","interviewer",6,1,50,98.01,25.77,6,0,100,66.67,16.67,16.67,0,0,0,16.67,0,0,0,0,16.67,16.67,16.67,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,16.67,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,33.33,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,"low"
"5032",1,107,"MA","f5939d2d",6,1,1,98.01,25.77,3,0,100,66.67,16.67,16.67,0,0,0,16.67,0,0,0,0,16.67,16.67,0,33.33,16.67,16.67,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,33.33,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,"low"
"5033",1,107,"MA","interviewer",1,92.84,50,1,25.77,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,"low"
"5034",1,107,"MA","f5939d2d",11,12.85,96.52,2.4,25.77,11,0,100,72.73,18.18,18.18,0,0,0,18.18,0,0,9.09,18.18,18.18,27.27,0,0,18.18,0,0,0,9.09,0,0,0,0,0,0,0,18.18,0,0,18.18,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,27.27,0,9.09,18.18,0,0,0,0,0,0,0,0,0,0,0,0,"low"
"5035",1,107,"MA","interviewer",27,65.78,96.78,4.97,88.52,13.5,29.63,85.19,55.56,18.52,7.41,0,0,7.41,0,0,11.11,7.41,18.52,3.7,7.41,11.11,0,11.11,0,0,3.7,0,3.7,3.7,3.7,0,0,0,0,14.81,0,0,0,0,14.81,3.7,3.7,0,7.41,0,3.7,0,0,0,0,0,0,0,0,0,3.7,3.7,0,0,0,0,7.41,3.7,0,3.7,0,3.7,0,7.41,0,0,0,0,0,3.7,0,0,3.7,0,0,"low"
"5036",1,107,"MA","f5939d2d",6,1.8,1,23.51,1,6,16.67,100,66.67,33.33,16.67,16.67,0,0,0,0,16.67,0,16.67,16.67,0,0,16.67,33.33,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,33.33,0,0,16.67,0,0,16.67,16.67,16.67,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"low"
"5037",1,107,"MA","interviewer",2,1.8,99,99,25.77,2,0,100,50,50,50,0,0,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,50,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"low"
"5038",1,107,"MA","f5939d2d",43,1,40.82,21.56,25.77,14.33,11.63,97.67,69.77,34.88,18.6,6.98,4.65,0,0,6.98,16.28,0,13.95,23.26,2.33,0,9.3,34.88,0,0,0,0,6.98,9.3,4.65,4.65,0,0,0,13.95,0,0,0,0,27.91,6.98,0,4.65,11.63,2.33,4.65,0,0,0,0,0,0,0,0,0,11.63,4.65,2.33,0,0,4.65,18.6,18.6,0,2.33,2.33,0,0,2.33,0,0,0,0,0,2.33,0,0,0,2.33,0,"low"
"5039",1,107,"MA","interviewer",12,1,99,1.79,25.77,12,33.33,66.67,58.33,41.67,16.67,0,0,16.67,0,0,25,8.33,0,16.67,0,8.33,0,25,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,8.33,8.33,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"low"
"5040",1,107,"MA","f5939d2d",1,92.84,50,1,25.77,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,"low"
"5041",1,107,"MA","interviewer",1,92.84,50,1,99,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,"low"
"5042",1,107,"MA","f5939d2d",30,1,99,1,84.54,15,13.33,96.67,70,16.67,16.67,0,10,0,6.67,0,0,10,3.33,13.33,16.67,20,0,16.67,0,0,0,6.67,0,3.33,3.33,0,0,0,0,23.33,0,0,10,0,6.67,0,3.33,0,0,0,3.33,0,0,0,0,6.67,0,6.67,0,3.33,13.33,13.33,0,0,0,0,0,16.67,3.33,3.33,0,0,3.33,0,0,0,0,0,0,3.33,0,0,3.33,0,0,"low"
"5043",1,107,"MA","interviewer",20,51.43,99,3.37,99,10,30,95,45,20,15,0,5,10,0,0,5,0,15,10,5,0,0,10,10,5,0,0,5,10,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,25,10,5,5,5,0,0,15,0,10,0,5,5,10,0,0,0,0,0,0,0,0,0,0,0,"low"
"5044",1,107,"MA","f5939d2d",3,1,99,98.01,25.77,3,0,100,66.67,33.33,0,0,0,0,0,0,33.33,0,0,0,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,"low"
"5045",1,107,"MA","interviewer",22,1,96.52,2.4,99,22,9.09,95.45,68.18,18.18,9.09,0,0,0,0,9.09,9.09,0,9.09,22.73,13.64,9.09,4.55,31.82,0,0,9.09,0,0,9.09,9.09,0,0,0,0,27.27,0,0,0,0,18.18,0,4.55,4.55,0,4.55,4.55,0,0,0,0,0,0,0,0,0,9.09,4.55,0,4.55,0,0,0,18.18,0,9.09,0,4.55,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,"low"
"5046",1,107,"MA","f5939d2d",21,40.66,99,98.01,25.77,10.5,9.52,100,61.9,28.57,23.81,4.76,9.52,4.76,0,4.76,4.76,0,19.05,4.76,4.76,4.76,0,33.33,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,23.81,9.52,4.76,4.76,4.76,4.76,4.76,9.52,4.76,4.76,0,0,0,0,0,0,19.05,9.52,0,9.52,0,0,4.76,28.57,0,19.05,9.52,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,"low"
"5047",1,107,"MA","interviewer",6,60.8,99,98.01,25.77,6,0,100,83.33,33.33,16.67,0,0,16.67,0,0,16.67,16.67,16.67,16.67,0,0,0,16.67,16.67,16.67,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,33.33,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,"low"
"5048",1,107,"MA","f5939d2d",76,14.15,65.36,25.8,74.74,12.67,6.58,96.05,61.84,22.37,17.11,7.89,1.32,1.32,5.26,1.32,5.26,5.26,10.53,11.84,10.53,5.26,1.32,19.74,9.21,1.32,1.32,1.32,6.58,2.63,2.63,0,0,0,0,17.11,0,0,0,6.58,17.11,3.95,3.95,0,1.32,1.32,6.58,5.26,0,3.95,1.32,1.32,0,1.32,0,0,9.21,2.63,1.32,3.95,1.32,0,0,22.37,0,3.95,1.32,1.32,1.32,3.95,0,0,0,0,0,2.63,0,0,1.32,1.32,0,"low"
"5049",1,107,"MA","interviewer",1,92.84,50,1,99,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,"low"
"5050",1,107,"MA","f5939d2d",52,27.56,99,10.47,62.24,26,1.92,100,63.46,28.85,21.15,1.92,5.77,7.69,0,5.77,7.69,1.92,15.38,5.77,7.69,3.85,0,28.85,3.85,0,1.92,0,1.92,1.92,1.92,0,0,0,0,26.92,0,0,0,0,15.38,7.69,1.92,5.77,1.92,0,0,3.85,0,3.85,0,1.92,1.92,0,0,0,15.38,7.69,3.85,1.92,1.92,0,1.92,30.77,0,9.62,3.85,5.77,0,3.85,0,0,0,0,0,0,0,0,0,0,0,"low"
"5051",1,107,"MA","interviewer",54,21.64,90.24,23.51,98.27,13.5,12.96,88.89,50,20.37,14.81,7.41,0,7.41,0,0,5.56,5.56,7.41,5.56,7.41,11.11,0,16.67,7.41,3.7,0,0,7.41,5.56,5.56,0,0,0,0,14.81,0,0,0,0,12.96,3.7,5.56,0,1.85,0,1.85,0,0,0,0,0,0,0,0,0,12.96,1.85,5.56,1.85,5.56,0,3.7,14.81,1.85,3.7,1.85,1.85,0,5.56,0,0,0,0,0,0,0,0,0,0,0,"low"
"5052",1,107,"MA","f5939d2d",132,64.89,99,27.57,54.29,16.5,6.82,93.18,60.61,21.21,16.67,0.76,9.09,0.76,0,6.06,4.55,6.82,17.42,8.33,3.03,6.06,0.76,18.94,0.76,2.27,3.03,0,0,1.52,1.52,0,0,0,0,17.42,0,0,0,0,9.85,2.27,1.52,0.76,0.76,2.27,2.27,1.52,1.52,0,0,6.82,3.03,3.79,0,0,17.42,9.09,4.55,2.27,1.52,0,1.52,17.42,3.03,12.88,4.55,5.3,2.27,4.55,0,0.76,0,0,0,0,0,0,0,0,0,"low"
"5053",1,107,"MA","interviewer",3,17.96,50,1,99,3,0,100,33.33,33.33,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,33.33,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,33.33,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"low"
"5054",1,107,"MA","f5939d2d",4,1,50,1,99,4,0,100,50,50,0,0,0,0,0,0,50,0,0,25,0,0,0,25,0,0,0,0,25,25,25,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"low"
"5055",1,107,"MA","interviewer",35,35.46,80.42,26,78.19,7,25.71,88.57,51.43,22.86,5.71,0,2.86,2.86,0,0,17.14,2.86,14.29,11.43,5.71,0,2.86,22.86,2.86,0,2.86,0,0,2.86,2.86,0,0,0,0,8.57,0,0,0,0,22.86,2.86,11.43,0,5.71,0,2.86,5.71,0,5.71,0,2.86,0,2.86,0,0,5.71,2.86,0,0,2.86,0,11.43,11.43,0,11.43,0,8.57,2.86,0,0,0,0,0,0,2.86,0,0,2.86,0,0,"low"
"5056",1,107,"MA","f5939d2d",1,1,1,1,25.77,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,"low"
"5057",1,107,"MA","interviewer",20,86.59,99,15.86,96.76,6.67,30,85,40,5,5,0,0,5,0,0,0,0,20,5,5,10,0,5,0,0,5,0,0,5,5,0,0,0,0,30,0,0,0,0,10,0,5,0,5,0,5,5,0,5,0,10,0,10,0,0,10,10,5,0,0,0,0,5,0,10,5,5,0,10,5,0,0,0,0,5,0,0,5,0,0,"low"
"5058",1,107,"MA","f5939d2d",22,20.93,99,61.34,25.77,22,22.73,95.45,54.55,27.27,22.73,0,9.09,0,0,13.64,4.55,9.09,4.55,4.55,4.55,9.09,0,13.64,0,0,4.55,0,0,0,0,0,0,0,0,45.45,0,4.55,0,0,0,0,0,0,0,0,0,4.55,0,4.55,0,0,0,0,0,0,18.18,13.64,0,0,4.55,0,0,13.64,0,22.73,4.55,13.64,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,"low"
"5059",1,107,"MA","interviewer",2,92.84,50,1,25.77,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,"low"
"5060",1,107,"MA","f5939d2d",21,28.22,99,1,25.77,10.5,14.29,85.71,61.9,14.29,14.29,0,4.76,0,0,9.52,0,4.76,19.05,4.76,14.29,19.05,0,9.52,0,0,0,0,4.76,0,0,0,0,0,0,23.81,0,0,0,0,9.52,0,4.76,0,4.76,0,0,0,0,0,0,0,0,0,0,0,14.29,9.52,0,0,4.76,0,0,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"low"
"5061",1,107,"MA","interviewer",16,54.96,99,1,25.77,16,18.75,87.5,56.25,18.75,12.5,0,0,12.5,0,0,6.25,6.25,12.5,12.5,0,6.25,0,25,0,0,6.25,0,6.25,0,0,0,0,0,0,31.25,0,0,0,0,18.75,0,6.25,6.25,6.25,0,6.25,6.25,0,6.25,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"low"
"5062",1,107,"MA","f5939d2d",50,51.43,88.48,43.37,25.77,12.5,20,82,54,8,8,2,4,0,0,2,0,8,12,6,12,10,4,10,0,0,0,6,8,0,0,0,0,0,0,16,0,4,0,0,8,0,0,0,6,0,2,2,0,2,0,0,0,0,0,0,4,4,0,0,0,0,0,6,6,16,2,12,2,0,0,0,0,0,0,0,0,0,0,0,0,"low"
"5063",1,107,"MA","interviewer",28,75.78,99,30.01,87.2,28,28.57,89.29,42.86,10.71,10.71,0,3.57,7.14,0,0,0,3.57,17.86,3.57,10.71,7.14,0,7.14,3.57,0,0,0,3.57,10.71,7.14,3.57,0,0,0,21.43,0,0,0,0,3.57,0,0,0,3.57,0,3.57,0,0,0,0,10.71,0,10.71,0,0,10.71,3.57,7.14,0,3.57,0,0,10.71,0,14.29,3.57,7.14,3.57,3.57,0,0,0,0,0,0,0,0,0,0,0,"low"
"5064",1,107,"MA","f5939d2d",32,1.8,17.42,2.67,25.77,10.67,3.12,93.75,75,28.12,6.25,3.12,0,0,3.12,0,21.88,12.5,6.25,18.75,12.5,6.25,3.12,18.75,0,0,0,6.25,3.12,0,0,0,0,0,0,6.25,0,0,0,3.12,21.88,0,0,0,12.5,3.12,9.38,0,0,0,0,6.25,0,6.25,0,0,6.25,0,0,6.25,0,0,0,18.75,0,0,0,0,0,9.38,0,0,0,0,0,0,0,0,0,0,0,"low"
"5065",1,107,"MA","interviewer",57,63.17,75.87,7.32,97.58,19,28.07,85.96,49.12,10.53,7.02,0,0,7.02,0,0,3.51,5.26,15.79,8.77,7.02,10.53,0,15.79,0,0,1.75,0,7.02,5.26,5.26,0,0,0,0,7.02,0,0,0,0,26.32,1.75,10.53,3.51,14.04,0,7.02,0,0,0,0,7.02,0,7.02,0,0,5.26,0,5.26,0,0,0,3.51,12.28,0,7.02,1.75,3.51,1.75,8.77,0,0,0,0,0,1.75,0,0,1.75,0,0,"low"
"5066",1,107,"MA","f5939d2d",113,6.61,87.5,63.11,97.72,22.6,13.27,92.92,65.49,27.43,15.04,1.77,4.42,2.65,0,6.19,12.39,5.31,11.5,8.85,10.62,5.31,6.19,18.58,1.77,1.77,3.54,0.88,1.77,5.31,5.31,0,0,0,0,18.58,0,0,0,0,21.24,5.31,3.54,0,5.31,0.88,6.19,0.88,0,0.88,0,0,0,0,0,0,7.96,4.42,0,1.77,1.77,0,6.19,14.16,0,9.73,2.65,5.31,1.77,2.65,0,0,0,0,0,0,0,0,0,0,0,"low"
"5067",1,107,"MA","interviewer",11,12.85,99,1,99,5.5,18.18,81.82,54.55,27.27,18.18,0,0,18.18,0,0,9.09,9.09,0,18.18,0,0,0,27.27,0,0,0,0,0,18.18,18.18,0,0,0,0,18.18,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,"low"
"5068",1,107,"MA","f5939d2d",7,1,99,1,25.77,2.33,0,100,85.71,42.86,28.57,0,28.57,0,0,0,14.29,0,0,28.57,14.29,14.29,0,28.57,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,28.57,0,0,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,"low"
"5069",1,107,"MA","interviewer",30,83.85,97.69,3.37,84.54,7.5,13.33,100,66.67,16.67,10,0,0,10,0,0,6.67,16.67,16.67,10,0,13.33,0,16.67,6.67,6.67,0,0,3.33,3.33,3.33,0,0,0,0,13.33,0,0,0,0,13.33,0,6.67,0,3.33,3.33,3.33,0,0,0,0,3.33,0,3.33,0,0,6.67,3.33,3.33,0,3.33,0,0,16.67,0,6.67,0,6.67,0,10,3.33,0,0,0,0,3.33,0,0,3.33,0,0,"low"
"5070",1,107,"MA","f5939d2d",25,1,99,6.7,1,12.5,12,100,64,24,20,0,8,0,12,0,4,4,4,20,16,8,0,28,8,0,12,0,0,12,0,12,0,0,0,24,0,0,0,16,16,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,24,8,0,4,0,12,4,16,4,20,0,8,12,4,0,0,0,0,0,4,0,0,4,0,0,"low"
