"","aco","site","workgroup_collapsed","speakanon","WC","Analytic","Clout","Authentic","Tone","WPS","Sixltr","Dic","function.","pronoun","ppron","i","we","you","shehe","they","ipron","article","prep","auxverb","adverb","conj","negate","verb","adj","compare","interrog","number","quant","affect","posemo","negemo","anx","anger","sad","social","family","friend","female","male","cogproc","insight","cause","discrep","tentat","certain","differ","percept","see","hear","feel","bio","body","health","sexual","ingest","drives","affiliation","achieve","power","reward","risk","focuspast","focuspresent","focusfuture","relativ","motion","space","time","work","leisure","home","money","relig","death","informal","swear","netspeak","assent","nonflu","filler","perform"
"12336",2,204,"PCP","72b35b7",186,13.38,74.07,39.18,66.47,14.31,12.37,96.24,67.74,24.19,13.98,6.99,2.69,3.23,0,1.08,10.22,5.38,12.9,15.05,7.53,5.91,1.61,27.42,2.69,1.61,3.76,0,0.54,5.38,3.76,1.61,0,0.54,0,13.98,0,0,0,0,18.28,5.91,1.61,2.69,3.76,0.54,4.84,5.38,1.08,3.76,0,1.08,0,0.54,0,0.54,5.38,3.23,1.08,0,1.08,0,1.08,23.12,3.23,4.3,1.08,0.54,2.69,0,0,0,0.54,0,0,1.08,0,0,1.08,0,0,"high"
"12337",2,204,"PCP","interviewer",141,23.76,83.97,65.58,93.02,15.67,20.57,90.78,58.16,21.28,9.93,0.71,0,6.38,0,2.84,11.35,2.13,13.48,11.35,4.26,8.51,0.71,22.7,2.13,0.71,3.55,0,3.55,7.09,5.67,1.42,1.42,0,0,14.89,2.13,0,0.71,0.71,21.28,6.38,0.71,0.71,9.93,0,9.93,1.42,0.71,0.71,0,3.55,0,2.84,0.71,0,7.09,2.13,2.84,0.71,2.13,0,0.71,19.15,1.42,7.09,1.42,5.67,0,2.84,1.42,0,0,0,0,0,0,0,0,0,0,"high"
"12338",2,204,"PCP","72b35b7",8,11.24,99,1,25.77,8,0,100,62.5,25,12.5,0,0,12.5,0,0,12.5,12.5,0,12.5,12.5,0,0,25,12.5,12.5,0,0,12.5,0,0,0,0,0,0,25,0,0,0,0,12.5,0,0,12.5,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"12339",2,204,"PCP","interviewer",106,46.58,95.5,12.68,99,35.33,14.15,93.4,61.32,20.75,13.21,0,0,8.49,0,4.72,7.55,5.66,16.04,10.38,4.72,7.55,0,23.58,1.89,1.89,0,0,0.94,7.55,7.55,0,0,0,0,14.15,0,0,0,0,22.64,6.6,1.89,3.77,6.6,1.89,5.66,0.94,0.94,0,0,4.72,0,4.72,0,0,7.55,0,4.72,0.94,2.83,0,0,19.81,1.89,5.66,0.94,2.83,1.89,2.83,0,0,0.94,0,0,0,0,0,0,0,0,"high"
"12340",2,204,"PCP","72b35b7",5,8.19,2.31,99,25.77,5,20,100,60,20,20,20,0,0,0,0,0,20,0,20,0,0,20,40,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40,20,0,0,20,0,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"12341",2,204,"PCP","interviewer",18,30.15,86.68,4.97,98.27,18,16.67,77.78,55.56,16.67,11.11,0,0,5.56,0,5.56,5.56,5.56,16.67,5.56,11.11,16.67,0,11.11,11.11,11.11,5.56,0,11.11,5.56,5.56,0,0,0,0,11.11,0,0,0,0,11.11,0,0,0,11.11,0,5.56,0,0,0,0,5.56,0,5.56,0,0,0,0,0,0,0,0,0,11.11,0,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"12342",2,204,"PCP","72b35b7",44,1,1,61.34,94.75,8.8,9.09,90.91,70.45,31.82,20.45,20.45,0,0,0,0,11.36,6.82,2.27,25,2.27,4.55,6.82,34.09,4.55,4.55,2.27,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,25,2.27,2.27,6.82,9.09,0,4.55,0,0,0,0,0,0,0,0,0,4.55,0,4.55,0,4.55,0,0,22.73,11.36,2.27,0,0,2.27,4.55,0,0,0,0,0,0,0,0,0,0,0,"high"
"12343",2,204,"PCP","interviewer",18,1,99,58.07,25.77,18,22.22,100,72.22,44.44,27.78,5.56,0,22.22,0,0,16.67,0,0,16.67,5.56,5.56,0,27.78,0,0,0,0,0,0,0,0,0,0,0,33.33,0,5.56,0,0,22.22,16.67,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,0,0,0,0,5.56,22.22,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,"high"
"12344",2,204,"PCP","72b35b7",26,1,1,98.79,25.77,8.67,19.23,92.31,65.38,26.92,11.54,11.54,0,0,0,0,15.38,3.85,0,19.23,7.69,7.69,11.54,30.77,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,23.08,7.69,3.85,0,7.69,0,3.85,3.85,0,3.85,0,0,0,0,0,0,7.69,0,0,0,7.69,0,3.85,23.08,3.85,11.54,3.85,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"12345",2,204,"PCP","interviewer",1,92.84,50,1,99,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,"high"
"12346",2,204,"PCP","72b35b7",43,2.17,1.86,93.79,99,10.75,16.28,95.35,67.44,27.91,11.63,11.63,0,0,0,0,16.28,9.3,6.98,13.95,11.63,6.98,4.65,23.26,6.98,4.65,2.33,0,2.33,6.98,6.98,0,0,0,0,2.33,0,0,0,0,25.58,9.3,2.33,4.65,4.65,2.33,6.98,0,0,0,0,0,0,0,0,0,2.33,0,2.33,2.33,2.33,0,0,18.6,2.33,6.98,0,2.33,4.65,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"12347",2,204,"PCP","interviewer",22,56.58,81.84,31.94,94.75,22,31.82,77.27,50,13.64,4.55,0,0,4.55,0,0,9.09,0,18.18,4.55,4.55,13.64,0,4.55,0,0,0,0,4.55,4.55,4.55,0,0,0,0,13.64,0,0,0,0,18.18,4.55,0,0,9.09,0,9.09,0,0,0,0,4.55,0,4.55,0,0,9.09,4.55,0,4.55,0,0,0,4.55,0,4.55,0,4.55,0,4.55,0,0,0,0,0,0,0,0,0,0,0,"high"
"12348",2,204,"PCP","72b35b7",67,85.04,85.2,49.3,53.85,22.33,13.43,89.55,52.24,11.94,5.97,1.49,2.99,0,0,1.49,5.97,11.94,13.43,7.46,4.48,7.46,0,20.9,0,0,4.48,2.99,5.97,1.49,1.49,0,0,0,0,10.45,1.49,0,1.49,0,11.94,1.49,1.49,1.49,5.97,1.49,1.49,0,0,0,0,1.49,0,1.49,0,0,7.46,4.48,1.49,1.49,1.49,0,7.46,10.45,1.49,17.91,4.48,2.99,10.45,4.48,1.49,0,0,0,0,2.99,0,0,1.49,1.49,0,"high"
"12349",2,204,"PCP","interviewer",1,92.84,50,1,99,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"12350",2,204,"PCP","72b35b7",46,28.96,66.81,9.25,93.61,46,21.74,84.78,58.7,21.74,4.35,2.17,0,0,0,2.17,17.39,8.7,8.7,8.7,4.35,10.87,0,13.04,4.35,2.17,6.52,0,2.17,4.35,4.35,0,0,0,0,8.7,2.17,0,2.17,0,10.87,4.35,0,4.35,2.17,2.17,2.17,2.17,0,2.17,0,0,0,0,0,0,2.17,0,0,0,2.17,0,0,13.04,0,8.7,2.17,0,6.52,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"12351",2,204,"PCP","interviewer",14,83,99,1,99,7,28.57,85.71,50,14.29,14.29,0,0,14.29,0,0,0,7.14,14.29,7.14,7.14,0,0,7.14,0,7.14,0,0,0,14.29,14.29,0,0,0,0,14.29,0,0,0,0,7.14,0,0,0,7.14,0,0,7.14,0,7.14,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,7.14,0,0,0,0,0,14.29,0,0,0,0,0,7.14,0,0,7.14,0,0,"high"
"12352",2,204,"PCP","72b35b7",87,42.93,98.48,33.18,95.04,29,10.34,98.85,64.37,17.24,17.24,2.3,9.2,0,0,5.75,0,12.64,9.2,11.49,3.45,10.34,2.3,19.54,3.45,2.3,0,1.15,3.45,4.6,4.6,0,0,0,0,21.84,0,0,0,0,18.39,4.6,4.6,0,4.6,1.15,4.6,0,0,0,0,0,0,0,0,0,18.39,12.64,6.9,0,3.45,0,9.2,11.49,0,6.9,1.15,2.3,3.45,4.6,2.3,0,0,0,0,2.3,0,0,2.3,0,0,"high"
"12353",2,204,"PCP","interviewer",1,92.84,50,1,99,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"12354",2,204,"PCP","72b35b7",65,8.19,82.21,17.46,99,32.5,9.23,96.92,64.62,23.08,9.23,0,0,3.08,0,6.15,13.85,4.62,7.69,12.31,6.15,7.69,3.08,21.54,1.54,1.54,3.08,1.54,1.54,12.31,10.77,1.54,0,0,1.54,16.92,0,0,0,0,15.38,3.08,0,1.54,4.62,1.54,7.69,0,0,0,0,0,0,0,0,0,15.38,3.08,6.15,3.08,7.69,0,0,18.46,1.54,6.15,1.54,1.54,3.08,3.08,1.54,0,0,0,0,1.54,0,0,0,1.54,0,"high"
"12355",2,204,"PCP","interviewer",34,58.07,99,14.7,79.41,8.5,26.47,85.29,50,17.65,17.65,2.94,0,14.71,0,0,0,5.88,11.76,8.82,8.82,0,0,17.65,2.94,0,0,0,2.94,2.94,2.94,0,0,0,0,35.29,0,2.94,0,2.94,8.82,5.88,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,14.71,11.76,5.88,0,2.94,0,0,20.59,0,5.88,0,2.94,2.94,8.82,5.88,0,0,0,0,0,0,0,0,0,0,"high"
"12356",2,204,"PCP","72b35b7",74,28.68,50,62.88,51.03,14.8,8.11,93.24,62.16,22.97,18.92,12.16,2.7,0,4.05,0,4.05,6.76,14.86,8.11,8.11,10.81,0,14.86,9.46,6.76,2.7,2.7,4.05,1.35,1.35,0,0,0,0,9.46,1.35,0,4.05,0,8.11,2.7,0,0,4.05,1.35,0,0,0,0,0,1.35,0,1.35,0,0,9.46,4.05,2.7,2.7,0,0,2.7,10.81,0,12.16,2.7,5.41,5.41,5.41,0,0,2.7,0,0,4.05,0,0,2.7,1.35,0,"high"
"12357",2,204,"PCP","interviewer",5,92.84,99,1,25.77,5,0,100,60,20,20,0,0,20,0,0,0,0,40,20,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,40,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"12358",2,204,"PCP","72b35b7",48,31.92,73.4,91.31,25.77,9.6,10.42,97.92,60.42,25,16.67,8.33,6.25,2.08,0,0,8.33,6.25,12.5,6.25,4.17,10.42,0,14.58,4.17,4.17,2.08,4.17,10.42,0,0,0,0,0,0,14.58,2.08,0,2.08,0,14.58,2.08,2.08,0,6.25,0,8.33,2.08,0,2.08,0,2.08,2.08,0,0,0,12.5,8.33,0,0,4.17,0,0,14.58,0,10.42,0,6.25,4.17,2.08,0,2.08,2.08,0,0,2.08,0,0,2.08,0,0,"high"
"12359",2,204,"PCP","interviewer",25,97.89,99,87.83,25.77,25,24,88,48,8,4,0,0,4,0,0,4,4,24,4,4,4,0,8,0,0,0,0,4,0,0,0,0,0,0,24,4,0,4,0,20,4,8,0,4,0,4,0,0,0,0,0,0,0,0,0,8,8,4,0,0,0,0,8,0,20,8,12,0,8,4,0,0,0,0,0,0,0,0,0,0,"high"
"12360",2,204,"PCP","72b35b7",5,8.19,1,43.37,99,2.5,40,100,40,20,20,20,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,60,60,0,0,0,0,0,0,0,0,0,60,0,0,20,20,20,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"12361",2,204,"PCP","interviewer",9,74.89,50,98.01,25.77,4.5,22.22,77.78,44.44,0,0,0,0,0,0,0,0,0,22.22,22.22,11.11,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,33.33,22.22,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,"high"
"12362",2,204,"PCP","72b35b7",37,3.49,5.26,99,25.77,18.5,8.11,91.89,64.86,27.03,13.51,10.81,2.7,0,0,0,13.51,8.11,5.41,13.51,5.41,5.41,8.11,21.62,2.7,0,2.7,0,0,0,0,0,0,0,0,2.7,0,0,0,0,16.22,8.11,2.7,2.7,2.7,0,2.7,0,0,0,0,0,0,0,0,0,2.7,2.7,0,0,0,0,5.41,18.92,2.7,18.92,2.7,5.41,10.81,2.7,0,0,0,0,0,0,0,0,0,0,0,"high"
"12363",2,204,"PCP","interviewer",109,30.8,97.79,56.75,99,54.5,11.93,89.91,59.63,22.02,14.68,3.67,0,10.09,0,0.92,7.34,2.75,13.76,12.84,0,8.26,0.92,24.77,1.83,0.92,1.83,0.92,1.83,6.42,6.42,0,0,0,0,19.27,0,2.75,0,2.75,17.43,6.42,0.92,4.59,5.5,0.92,4.59,0,0,0,0,0,0,0,0,0,3.67,0,0.92,2.75,0,0,3.67,16.51,0.92,11.93,2.75,6.42,2.75,1.83,0,0,0,0,0,0,0,0,0,0,0,"high"
"12364",2,204,"PCP","72b35b7",128,22.13,80.48,45.44,69.92,25.6,17.19,92.19,58.59,17.19,9.38,0.78,0,8.59,0,0,7.81,3.91,11.72,13.28,3.91,10.16,2.34,19.53,5.47,2.34,1.56,1.56,1.56,6.25,3.91,1.56,0,0.78,0,10.94,0,0,0,0,18.75,5.47,1.56,1.56,4.69,1.56,7.81,1.56,0.78,0.78,0,1.56,1.56,0,0,0,9.38,0,4.69,0.78,3.12,0.78,0,21.09,2.34,7.81,3.12,3.12,1.56,3.91,0,0,0,0,0,0.78,0,0,0,0.78,0,"high"
"12365",2,204,"PCP","interviewer",3,92.84,99,1,99,1.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,0,0,66.67,66.67,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,0,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"12366",2,204,"PCP","72b35b7",266,22.23,86.22,13.15,32.21,14.78,12.41,88.35,61.28,18.05,9.77,1.13,0,6.39,0,2.26,8.27,8.27,10.53,13.16,6.77,9.77,2.26,20.3,2.26,1.88,1.88,1.13,3.01,4.51,2.26,1.88,0.38,0,0,12.41,0,0,0,0,15.04,4.14,2.63,1.13,4.51,0.38,4.14,1.13,0,1.13,0,0.75,0,0.75,0,0,5.26,1.88,1.88,1.88,1.13,0.38,4.51,14.29,0.75,6.02,1.5,3.01,1.5,4.51,3.01,0,0.75,0.38,0,1.88,0.38,0.38,0.38,0.75,0,"high"
"12367",2,204,"PCP","interviewer",4,1,50,74.76,99,4,50,100,50,0,0,0,0,0,0,0,0,0,0,25,25,25,0,50,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,"high"
"12368",2,204,"PCP","72b35b7",19,2.78,85.38,99,25.77,9.5,0,94.74,63.16,36.84,26.32,10.53,0,15.79,0,0,10.53,5.26,10.53,10.53,0,5.26,10.53,31.58,5.26,0,0,0,0,0,0,0,0,0,0,15.79,0,0,0,0,21.05,15.79,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,5.26,0,5.26,0,0,0,0,31.58,0,15.79,0,10.53,5.26,0,0,0,0,0,0,5.26,0,0,0,5.26,0,"high"
"12369",2,204,"PCP","interviewer",1,92.84,50,99,25.77,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"12370",2,204,"PCP","72b35b7",34,79.78,50,6.2,1.76,11.33,20.59,88.24,58.82,8.82,0,0,0,0,0,0,8.82,11.76,14.71,11.76,5.88,8.82,0,14.71,5.88,2.94,0,0,2.94,2.94,0,2.94,0,0,0,2.94,0,0,0,0,11.76,0,0,0,5.88,2.94,2.94,0,0,0,0,0,0,0,0,0,2.94,0,0,2.94,0,0,0,14.71,0,8.82,2.94,5.88,0,2.94,0,0,0,2.94,0,0,0,0,0,0,0,"high"
"12371",2,204,"PCP","interviewer",2,92.84,50,99,99,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"12372",2,204,"PCP","72b35b7",21,54.14,99,1,1,10.5,23.81,71.43,57.14,23.81,19.05,0,4.76,0,0,14.29,4.76,9.52,9.52,0,9.52,4.76,0,4.76,0,0,0,0,0,4.76,0,4.76,0,0,0,23.81,0,0,0,0,4.76,0,0,4.76,0,0,0,4.76,4.76,0,0,0,0,0,0,0,9.52,4.76,0,0,0,4.76,0,4.76,0,4.76,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"12373",2,204,"PCP","interviewer",5,99,97.69,1,25.77,5,40,100,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,20,0,0,0,0,20,0,20,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,"high"
"12374",2,204,"PCP","72b35b7",36,23.63,97.37,1,25.77,12,11.11,94.44,61.11,19.44,5.56,0,0,2.78,0,2.78,13.89,11.11,8.33,13.89,5.56,8.33,2.78,25,5.56,2.78,5.56,2.78,2.78,5.56,2.78,2.78,0,0,0,22.22,2.78,0,2.78,0,16.67,2.78,2.78,2.78,2.78,2.78,2.78,0,0,0,0,2.78,2.78,0,0,0,0,0,0,0,0,0,0,19.44,0,2.78,0,2.78,0,0,0,0,0,0,0,2.78,0,0,2.78,0,0,"high"
"12375",2,204,"PCP","interviewer",1,92.84,50,1,25.77,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,"high"
"12376",2,204,"PCP","72b35b7",34,89.49,50,2.14,98.87,8.5,14.71,97.06,52.94,5.88,0,0,0,0,0,0,5.88,14.71,14.71,8.82,5.88,8.82,2.94,14.71,5.88,2.94,2.94,2.94,11.76,5.88,5.88,0,0,0,0,2.94,0,0,0,0,23.53,5.88,8.82,2.94,5.88,0,0,0,0,0,0,0,0,0,0,0,14.71,0,8.82,0,0,5.88,2.94,14.71,0,5.88,0,5.88,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,"high"
"12377",2,204,"PCP","interviewer",23,80.03,80.77,98.89,93.61,7.67,21.74,95.65,52.17,17.39,13.04,4.35,0,8.7,0,0,4.35,4.35,17.39,4.35,0,8.7,0,17.39,4.35,4.35,0,0,4.35,4.35,4.35,0,0,0,0,8.7,0,0,0,0,26.09,13.04,8.7,0,4.35,4.35,4.35,4.35,4.35,0,0,0,0,0,0,0,4.35,0,0,0,4.35,0,0,17.39,4.35,13.04,0,8.7,4.35,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"12378",2,204,"PCP","72b35b7",173,16.56,65.73,37.41,58.58,14.42,14.45,90.17,61.85,19.08,10.98,5.78,2.31,2.89,0,0,8.09,5.2,13.29,12.14,9.25,10.4,1.73,22.54,2.31,1.73,2.89,0,1.73,8.67,5.2,3.47,0,0.58,0,10.98,0,0,0,0,12.14,3.47,2.31,0.58,2.89,0.58,4.62,2.89,0.58,1.73,0.58,2.31,0,2.31,0,0.58,8.67,2.31,1.16,1.73,2.89,1.16,4.05,17.34,1.16,5.78,0,1.73,4.05,4.05,0,0,0,0,0,1.73,0,0.58,1.16,0.58,0,"high"
"12379",2,204,"PCP","interviewer",31,70.64,94.64,90.96,99,15.5,16.13,90.32,51.61,16.13,12.9,3.23,0,6.45,0,3.23,3.23,6.45,16.13,6.45,6.45,6.45,0,16.13,6.45,6.45,0,0,3.23,6.45,6.45,0,0,0,0,19.35,0,0,0,0,12.9,0,6.45,0,0,0,6.45,6.45,0,6.45,0,0,0,0,0,0,0,0,0,0,0,0,6.45,6.45,0,19.35,0,19.35,0,0,0,0,0,0,0,3.23,0,0,3.23,0,0,"high"
"12380",2,204,"PCP","72b35b7",168,1.8,42.9,85.62,3.31,9.88,8.93,94.05,63.1,27.38,16.07,8.93,1.19,4.17,1.79,0,11.31,4.17,7.74,15.48,10.12,5.36,3.57,29.76,4.17,0,1.79,0.6,2.38,3.57,0.6,2.98,0,0.6,1.79,10.12,0,0.6,0,2.38,14.29,5.95,0,2.38,2.98,1.19,4.76,5.36,1.19,2.38,1.19,4.76,2.38,1.79,0,1.19,4.17,1.19,1.19,1.19,0,1.19,3.57,23.81,1.19,11.9,2.38,2.38,7.14,1.19,0.6,0,0,0,0,0.6,0,0,0,0.6,0,"high"
"12381",2,204,"PCP","interviewer",1,92.84,50,1,99,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"12382",2,204,"PCP","72b35b7",51,11.58,50,3.12,90.49,17,9.8,98.04,62.75,19.61,13.73,7.84,0,0,5.88,0,5.88,7.84,7.84,15.69,5.88,9.8,1.96,15.69,1.96,1.96,0,1.96,1.96,7.84,5.88,1.96,0,0,0,15.69,0,0,0,5.88,17.65,0,1.96,7.84,11.76,0,5.88,0,0,0,0,0,0,0,0,0,11.76,9.8,1.96,5.88,0,0,0,19.61,1.96,9.8,1.96,3.92,3.92,3.92,0,0,0,0,0,0,0,0,0,0,0,"high"
"12383",2,204,"PCP","interviewer",42,34.21,99,23.51,99,10.5,16.67,88.1,57.14,19.05,16.67,4.76,0,11.9,0,0,2.38,7.14,11.9,9.52,7.14,9.52,0,19.05,2.38,0,0,0,0,19.05,19.05,0,0,0,0,16.67,0,0,0,0,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,0,7.14,0,7.14,0,4.76,16.67,0,7.14,0,4.76,2.38,7.14,0,0,0,0,0,2.38,0,0,0,2.38,0,"high"
"12384",2,204,"PCP","72b35b7",27,55.62,86.68,79.42,99,27,11.11,88.89,66.67,18.52,18.52,7.41,0,11.11,0,0,0,3.7,22.22,3.7,14.81,7.41,0,14.81,3.7,0,0,0,0,14.81,14.81,0,0,0,0,11.11,0,0,0,0,3.7,0,0,3.7,3.7,0,3.7,3.7,0,0,3.7,3.7,3.7,0,0,0,7.41,0,0,0,7.41,0,7.41,7.41,0,18.52,0,18.52,3.7,0,0,0,0,0,0,3.7,0,0,0,3.7,0,"high"
"12385",2,204,"PCP","interviewer",12,37.39,99,1,99,4,0,100,41.67,8.33,8.33,0,0,8.33,0,0,0,0,8.33,16.67,0,8.33,0,16.67,16.67,0,0,0,0,33.33,33.33,0,0,0,0,25,0,8.33,0,8.33,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,16.67,0,8.33,0,8.33,0,0,25,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,"high"
"12386",2,204,"PCP","72b35b7",2,1.8,99,1,99,2,0,100,50,50,50,0,0,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,50,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"12387",2,204,"PCP","interviewer",7,67.14,99,1,99,7,14.29,100,57.14,14.29,14.29,0,0,14.29,0,0,0,14.29,14.29,0,14.29,14.29,0,14.29,0,0,0,0,14.29,28.57,28.57,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"12388",2,204,"PCP","72b35b7",3,99,50,1,99,3,0,100,33.33,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,33.33,33.33,0,0,33.33,33.33,33.33,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"12389",2,204,"PCP","interviewer",2,92.84,50,1,99,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"12390",2,204,"PCP","72b35b7",9,98.75,86.68,58.07,25.77,4.5,0,33.33,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,"high"
"12391",2,204,"Nurse","b2cf9e15",96,6.55,30.11,93.74,92.4,32,23.96,94.79,60.42,23.96,11.46,10.42,0,1.04,0,0,12.5,5.21,10.42,10.42,8.33,14.58,0,13.54,1.04,3.12,4.17,0,2.08,4.17,4.17,0,0,0,0,8.33,0,0,0,0,12.5,0,1.04,0,9.38,1.04,4.17,0,0,0,0,3.12,0,3.12,0,0,12.5,3.12,3.12,8.33,0,0,0,13.54,3.12,15.62,3.12,6.25,6.25,9.38,1.04,0,0,0,0,1.04,0,0,1.04,0,0,"high"
